,小区名称,price,所在区域,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,供暖方式,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,用水类型,用电类型,别墅类型
1785,安泰文苑,159万,金水区 索凌路北段 近4号线丰庆路站,3室2厅1厨1卫,低楼层 (共6层),120.41㎡,平层,109.5㎡,板楼,南 北,砖混结构,精装,一梯两户,自供暖,无,2022-01-26,商品房,2018-07-18,普通住宅,满两年,非共有,有抵押 110万元,已上传房本照片,,,
1786,兴达公寓,169.6万,金水区 省中医院 ,3室2厅1厨2卫,中楼层 (共11层),156.73㎡,平层,129.8㎡,板塔结合,南,钢混结构,其他,两梯三户,自供暖,有,2021-10-05,商品房,2010-07-16,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1787,升龙汇金广场一号院,136万,金水区 南阳路 近3号线同乐站,3室1厅1厨1卫,低楼层 (共26层),91.46㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯五户,集中供暖,有,2022-05-06,商品房,2019-08-09,普通住宅,满两年,非共有,有抵押 35万元 业主自还,已上传房本照片,,,
1788,华瑞紫桂苑,145万,金水区 海洋馆 近4号线丰庆路站,3室2厅1厨2卫,高楼层 (共18层),120.3㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯三户,集中供暖,有,2021-09-17,商品房,2010-05-28,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
1789,罗马假日,188万,金水区 汽配大世界 近4号线沙门站,3室2厅1厨2卫,高楼层 (共32层),141㎡,平层,66.65㎡,塔楼,南,钢混结构,精装,两梯五户,集中供暖,有,2021-05-15,商品房,2013-09-18,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1790,凤凰城公寓,115万,金水区 东建材 近3号线凤凰台站,3室1厅1厨1卫,高楼层 (共6层),93.44㎡,平层,83.67㎡,板楼,南 北,钢混结构,简装,一梯两户,自供暖,无,2022-04-06,商品房,2012-07-17,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1791,新鑫花园(金水),155万,金水区 燕庄 近1号线民航路站,3室2厅1厨2卫,高楼层 (共7层),127.01㎡,平层,暂无数据,板塔结合,南 北,混合结构,简装,一梯六户,自供暖,有,2022-05-19,商品房,2005-10-20,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1792,建业新天地桂园,240万,金水区 燕庄 ,3室2厅1厨2卫,高楼层 (共12层),155.36㎡,平层,133.22㎡,板塔结合,南 北,钢混结构,简装,一梯两户,集中供暖,有,2022-03-05,商品房,2017-07-08,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1793,一处庭院,149万,金水区 汽配大世界 近2号线柳林站,4室2厅1厨2卫,高楼层 (共18层),136.3㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯四户,自供暖,有,2020-12-24,商品房,2009-01-05,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1794,汉飞城市公园二期,147万,金水区 汽配大世界 近4号线陈寨东站,4室2厅1厨2卫,高楼层 (共6层),136.63㎡,平层,123.58㎡,板楼,南,混合结构,简装,一梯两户,自供暖,无,2021-11-14,商品房,2007-12-13,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1795,鑫苑名家,288万,金水区 北站 ,4室2厅1厨2卫,高楼层 (共6层),208.73㎡,复式,暂无数据,板楼,南 北,砖混结构,精装,一梯两户,集中供暖,无,2019-05-11,商品房,2012-06-06,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1796,瀚海晴洲,107万,金水区 汽配大世界 近4号线陈寨东站,2室2厅1厨1卫,高楼层 (共18层),89.94㎡,平层,暂无数据,塔楼,东,钢混结构,精装,两梯七户,自供暖,有,2019-11-06,商品房,2016-07-22,普通住宅,满五年,非共有,有抵押 85万元 郑州银行 金融公司垫资,已上传房本照片,,,
1797,思达大河春天A区,160万,金水区 绿茵广场 近3号线兴隆铺站,3室2厅1厨2卫,中楼层 (共6层),133.72㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,自供暖,无,2019-03-17,商品房,2005-03-14,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1798,润景时代,142万,金水区 燕庄 近3号线凤凰台站,3室1厅1厨2卫,中楼层 (共26层),117.23㎡,复式,88㎡,塔楼,东 西,钢混结构,精装,两梯七户,自供暖,有,2022-05-13,商品房,2015-04-30,普通住宅,满五年,非共有,有抵押 50万元 工商银行 客户偿还,已上传房本照片,,,
1799,大观国际居住区,360万,金水区 燕庄 ,4室2厅1厨2卫,高楼层 (共33层),190.65㎡,平层,暂无数据,板塔结合,南 北,钢混结构,简装,两梯三户,集中供暖,有,2020-12-30,商品房,2014-04-29,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1800,瀚海晴洲,107万,金水区 汽配大世界 近4号线陈寨东站,2室2厅1厨1卫,高楼层 (共18层),89.94㎡,平层,暂无数据,塔楼,东,钢混结构,精装,两梯七户,自供暖,有,2019-11-06,商品房,2016-07-22,普通住宅,满五年,非共有,有抵押 85万元 郑州银行 金融公司垫资,已上传房本照片,,,
1801,一处庭院,149万,金水区 汽配大世界 近2号线柳林站,4室2厅1厨2卫,高楼层 (共18层),136.3㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯四户,自供暖,有,2020-12-24,商品房,2009-01-05,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1802,新鑫花园(金水),155万,金水区 燕庄 近1号线民航路站,3室2厅1厨2卫,高楼层 (共7层),127.01㎡,平层,暂无数据,板塔结合,南 北,混合结构,简装,一梯六户,自供暖,有,2022-05-19,商品房,2005-10-20,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1803,润景时代,142万,金水区 燕庄 近3号线凤凰台站,3室1厅1厨2卫,中楼层 (共26层),117.23㎡,复式,88㎡,塔楼,东 西,钢混结构,精装,两梯七户,自供暖,有,2022-05-13,商品房,2015-04-30,普通住宅,满五年,非共有,有抵押 50万元 工商银行 客户偿还,已上传房本照片,,,
1804,非常国际二期,198万,金水区 枣庄 ,4室2厅1厨2卫,高楼层 (共29层),156㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯四户,集中供暖,有,2021-07-03,商品房,2014-03-20,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
1805,大观国际居住区,260万,金水区 燕庄 ,3室2厅1厨2卫,高楼层 (共32层),136.79㎡,暂无数据,104.31㎡,塔楼,南,钢混结构,简装,两梯三户,集中供暖,有,2022-05-29,商品房,2013-04-28,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1806,红旗路5号,174.5万,金水区 青少年公园 ,4室2厅1厨2卫,高楼层 (共7层),220㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,一梯两户,自供暖,无,2022-05-26,商品房,2015-08-18,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1807,卫生路1号院,44.6万,金水区 大石桥 ,3室1厅1厨1卫,高楼层 (共6层),57.18㎡,平层,暂无数据,板楼,东,框架结构,简装,一梯三户,集中供暖,无,2021-09-14,商品房,2012-12-14,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1808,瀚海泰苑,168万,金水区 陈寨 ,3室2厅1厨1卫,高楼层 (共29层),99.81㎡,平层,72.06㎡,板塔结合,南,钢混结构,简装,两梯六户,集中供暖,有,2021-11-26,商品房,2015-10-28,普通住宅,满五年,非共有,有抵押 45万元 客户偿还,已上传房本照片,,,
1809,百合花苑,189.9万,金水区 燕庄 近3号线凤凰台站,3室2厅1厨2卫,低楼层 (共6层),146㎡,平层,135.62㎡,板楼,南 北,钢混结构,简装,一梯两户,集中供暖,无,2021-11-06,商品房,2016-04-25,普通住宅,满五年,非共有,有抵押 120万元 浦发银行,已上传房本照片,,,
1810,文博花园,365万,金水区 文博广场 ,3室2厅1厨2卫,高楼层 (共6层),135.17㎡,平层,123.42㎡,塔楼,南 北,混合结构,简装,一梯两户,集中供暖,无,2021-12-03,商品房,2002-11-17,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1811,丰乐花苑,140万,金水区 绿茵广场 ,3室2厅1厨1卫,中楼层 (共6层),106.65㎡,平层,暂无数据,板楼,南,混合结构,其他,一梯两户,自供暖,无,2022-04-22,商品房,2003-11-16,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1812,明鸿新城,117万,金水区 枣庄 ,3室2厅2厨1卫,中楼层 (共7层),126.61㎡,平层,暂无数据,板楼,南,混合结构,简装,一梯八户,自供暖,无,2018-09-14,商品房,2017-02-07,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1813,阳光嘉苑,123万,金水区 普罗旺世 ,3室2厅1厨1卫,高楼层 (共6层),107.44㎡,平层,暂无数据,板楼,东南,砖混结构,简装,一梯两户,自供暖,无,2021-01-23,商品房,2007-09-03,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1814,正商世纪港湾,118万,金水区 海洋馆 近4号线丰庆路站,3室2厅1厨1卫,低楼层 (共20层),105.33㎡,平层,36.78㎡,板塔结合,南,钢混结构,简装,两梯八户,集中供暖,有,2022-04-05,商品房,2010-07-12,普通住宅,满五年,非共有,有抵押 15万元 兴业银行,已上传房本照片,,,
1815,鑫苑名家·都市家园,280万,金水区 北站 ,4室2厅1厨2卫,低楼层 (共6层),162.36㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯两户,集中供暖,无,2021-01-05,商品房,2008-01-23,普通住宅,满五年,非共有,有抵押 160万元 招商银行 客户偿还,已上传房本照片,,,
1816,经一路北8号院,142万,金水区 省人民医院 ,4室2厅1厨2卫,中楼层 (共7层),106㎡,平层,暂无数据,板楼,北 南,砖混结构,精装,一梯两户,集中供暖,无,2021-05-23,房改房,2005-05-18,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1817,经一路1号院,142万,金水区 省人民医院 ,3室2厅1厨1卫,中楼层 (共4层),99.07㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,集中供暖,暂无数据,2019-11-17,房改房,1978-01-01,普通住宅,暂无数据,共有,无抵押,已上传房本照片,,,
1818,安泰金苑,140万,金水区 索凌路北段 近4号线丰庆路站,3室2厅1厨1卫,高楼层 (共6层),120.95㎡,平层,109.5㎡,板楼,南 北,钢混结构,简装,一梯两户,集中供暖,无,2021-11-14,商品房,2015-06-05,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1819,纬五路60号院,82万,金水区 省人民医院 近5号线姚砦站,3室1厅1厨1卫,高楼层 (共6层),87.88㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯两户,自供暖,无,2022-02-26,商品房,2005-10-19,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
1820,山顶御鑫城,280万,金水区 北站 ,3室2厅1厨2卫,低楼层 (共33层),172.23㎡,平层,136.86㎡,塔楼,南 北,钢混结构,毛坯,两梯两户,集中供暖,有,2018-03-15,商品房,2014-03-17,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1821,邙山三建家属院,89万,金水区 汽配大世界 ,2室2厅1厨1卫,中楼层 (共6层),81.07㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯两户,自供暖,无,2021-12-24,房改房,2016-03-09,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1822,普罗旺世佛罗伦斯东院,170万,金水区 普罗旺世 近4号线北二十里铺站,3室2厅1厨1卫,高楼层 (共11层),91.45㎡,平层,74.36㎡,板楼,南,钢混结构,精装,一梯两户,集中供暖,有,2020-08-16,商品房,2013-06-14,普通住宅,满五年,非共有,有抵押 60万元 交通 客户偿还,已上传房本照片,,,
1823,上城公馆,170万,金水区 财富广场 ,3室2厅1厨2卫,高楼层 (共25层),120.12㎡,平层,95.88㎡,塔楼,南,钢混结构,简装,两梯六户,集中供暖,有,2021-07-28,商品房,2009-05-27,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1824,东文雅,145万,金水区 北站 ,4室2厅1厨1卫,中楼层 (共7层),151.12㎡,平层,暂无数据,板楼,西南,钢混结构,简装,一梯两户,自供暖,无,2020-05-16,商品房,2000-12-02,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1825,中建七局家属院,139万,金水区 紫荆山公园 ,3室2厅1厨1卫,高楼层 (共7层),106.77㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,2021-04-30,商品房,2001-05-21,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1826,东明路205号院,133万,金水区 财富广场 ,3室2厅1厨1卫,高楼层 (共6层),106.71㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯两户,集中供暖,无,2021-11-21,商品房,2000-03-09,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1827,丰产路93号院,200万,金水区 花园路 ,3室2厅1厨2卫,高楼层 (共6层),142.4㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,集中供暖,暂无数据,2021-05-28,商品房,2016-02-22,普通住宅,满五年,非共有,有抵押 50万元 业主自还,已上传房本照片,,,
1828,政七街16号院,126万,金水区 花园路 近2号线关虎屯站,3室2厅1厨1卫,中楼层 (共7层),123.11㎡,平层,暂无数据,板楼,南,混合结构,简装,一梯两户,自供暖,无,2021-01-24,房改房,1999-09-02,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1829,锦艺金水湾观源苑,230万,金水区 惠济万达 ,3室2厅1厨2卫,高楼层 (共34层),123.41㎡,平层,95.77㎡,板楼,南,钢混结构,毛坯,两梯四户,集中供暖,有,2021-08-13,商品房,2020-08-19,普通住宅,满两年,共有,有抵押 121万元,已上传房本照片,,,
1830,郑百家属院,134万,金水区 燕庄 近3号线博览中心站,3室2厅1厨2卫,高楼层 (共7层),134.45㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,自供暖,无,2022-03-07,商品房,2016-06-10,普通住宅,满五年,非共有,有抵押 90万元,已上传房本照片,,,
1831,瑞祥花园,187.5万,金水区 普罗旺世 ,6室2厅1厨2卫,高楼层 (共6层),235.34㎡,复式,暂无数据,板楼,南,混合结构,简装,一梯两户,自供暖,无,2021-03-19,商品房,2019-08-07,普通住宅,满两年,非共有,有抵押,已上传房本照片,,,
1832,卫生路2号院,142万,金水区 大石桥 ,4室2厅1厨2卫,高楼层 (共7层),148.6㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,集中供暖,无,2022-03-23,商品房,2005-05-04,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1833,大观国际居住区北区,245万,金水区 燕庄 近1号线燕庄站,3室2厅1厨2卫,中楼层 (共34层),129.66㎡,平层,暂无数据,板塔结合,西南,钢混结构,简装,三梯七户,集中供暖,有,2019-03-20,商品房,2013-04-10,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1834,名门盛世,330万,金水区 燕庄 ,5室2厅1厨2卫,中楼层 (共32层),206.19㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯两户,集中供暖,有,2022-06-19,商品房,2011-11-16,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1835,大观国际居住区,315万,金水区 燕庄 ,4室2厅1厨2卫,低楼层 (共33层),190.48㎡,平层,156.71㎡,板塔结合,南,钢混结构,毛坯,两梯三户,集中供暖,有,2021-02-23,商品房,2014-03-21,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1836,北云鹤花园,230万,金水区 北站 近2号线北三环站,3室2厅1厨2卫,中楼层 (共7层),156㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯两户,自供暖,无,2018-08-20,商品房,2018-08-20,普通住宅,满两年,非共有,无抵押,已上传房本照片,,,
1837,瑞祥花园,165万,金水区 普罗旺世 ,4室2厅1厨2卫,中楼层 (共7层),159.28㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,自供暖,无,2022-02-17,商品房,2004-09-13,普通住宅,满五年,非共有,有抵押 130万元 交通银行,已上传房本照片,,,
1838,中亨花园二号院,104万,金水区 沙口路 近3号线大石桥站,3室2厅1厨1卫,高楼层 (共7层),123.66㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,集中供暖,无,2022-06-21,商品房,2001-02-12,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1839,正弘·蓝堡湾Ⅱ,590万,金水区 文博广场 近2号线东风路站,4室2厅1厨1卫,低楼层 (共31层),196.91㎡,平层,155.26㎡,板塔结合,南,钢混结构,毛坯,两梯三户,集中供暖,有,2022-03-23,商品房,2014-11-17,普通住宅,满五年,非共有,有抵押,已上传房本照片,,,
1840,瀚宇新城,155万,金水区 索凌路北段 ,3室2厅1厨2卫,中楼层 (共27层),131.23㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,集中供暖,有,2022-02-16,商品房,2019-01-25,普通住宅,满两年,非共有,无抵押,已上传房本照片,,,
1841,河南省委家属院12号院,295万,金水区 花园路 ,3室2厅1厨1卫,高楼层 (共7层),124.22㎡,平层,117.43㎡,暂无数据,南 北,混合结构,精装,一梯两户,集中供暖,无,2021-12-30,房改房,2015-12-23,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
1842,岗杜街2号院,92万,金水区 大石桥 近3号线大石桥站,4室2厅1厨1卫,高楼层 (共7层),122.06㎡,平层,暂无数据,板塔结合,南 北,混合结构,其他,一梯两户,自供暖,无,2022-02-25,商品房,2001-09-17,普通住宅,满五年,非共有,有抵押 35万元,已上传房本照片,,,
